Gene_Product,In_WildYak,In_Takin,In_WaterBuffalo
TRMT1-like protein isoform X1,True,True,True
heat shock 70 kDa protein 13,True,True,True
"keratin, type II cuticular Hb3",True,True,True
T-box transcription factor TBX18,True,True,True
olfactory receptor 10G3,True,True,True
cysteine dioxygenase type 1,True,True,True
myotonin-protein kinase isoform X4,True,True,True
R3H domain-containing protein 2 isoform X3,True,True,True
CASP8 and FADD-like apoptosis regulator isoform X3,True,True,True
E3 ubiquitin-protein ligase ZNRF1,True,True,True
EARP and GARP complex-interacting protein 1 isoform X2,True,True,True
semaphorin-6C isoform X1,True,True,True
uncharacterized protein SPEM3,True,True,True
polyadenylate-binding protein 4 isoform X1,True,True,True
transcriptional adapter 2-alpha isoform X1,True,True,True
clavesin-2,True,True,True
"alpha-N-acetylgalactosaminide alpha-2,6-sialyltransferase 1",True,True,True
MAP7 domain-containing protein 1 isoform X6,True,True,True
phosphoglycerate kinase 1,True,True,True
ubiquitin carboxyl-terminal hydrolase 38,True,True,True
rho guanine nucleotide exchange factor 3 isoform X3,True,True,True
phospholipase A and acyltransferase 1 isoform X2,True,True,True
E3 ubiquitin-protein ligase NEDD4-like isoform X5,True,True,True
coatomer subunit zeta-2 isoform X2,True,True,True
transmembrane protein 39B isoform X1,True,True,True
receptor-type tyrosine-protein phosphatase alpha isoform X4,True,True,True
MAP3K7 C-terminal-like protein isoform X1,True,True,True
bestrophin-3 isoform X8,True,True,True
oxysterol-binding protein-related protein 9 isoform X2,True,True,True
far upstream element-binding protein 1 isoform X3,True,True,True
sodium/myo-inositol cotransporter,True,True,True
PITH domain-containing protein 1,True,True,True
olfactory receptor 2AT4,True,True,True
cerebral dopamine neurotrophic factor,True,True,True
V-type proton ATPase subunit e 2,True,True,True
zinc finger protein 648,True,True,True
protein ABHD14A,True,True,True
BPI fold-containing family B member 2,True,True,True
transcription factor E2F4 isoform X1,True,True,True
immunoglobulin superfamily DCC subclass member 3,True,True,True
FGGY carbohydrate kinase domain-containing protein isoform X2,True,True,True
fatty acid-binding protein 12,True,True,True
transmembrane 6 superfamily member 2,True,True,True
cytochrome c oxidase assembly factor 7,True,True,True
ataxin-7-like protein 2 isoform X1,True,True,True
taste receptor type 2 member 1,True,True,True
protein S100-A4,True,True,True
protein O-glucosyltransferase 2,True,True,True
clusterin-like protein 1,True,True,True
HBS1-like protein isoform X2,True,True,True
transcription factor SPT20 homolog isoform X6,True,True,True
protein Jade-3,True,True,True
max-interacting protein 1 isoform X2,True,True,True
EEF1A lysine methyltransferase 1 isoform X1,True,True,True
uncharacterized protein C10orf95 homolog,True,True,True
telomere zinc finger-associated protein isoform X1,True,True,True
hamartin isoform X2,True,True,True
U2 small nuclear ribonucleoprotein B'',True,True,True
N-arachidonyl glycine receptor,True,True,True
serine/threonine-protein phosphatase 2A 56 kDa regulatory subunit gamma isoform isoform X1,True,True,True
protein disulfide-isomerase A3,True,True,True
microtubule-associated serine/threonine-protein kinase 2 isoform X4,True,True,True
ankyrin repeat and SAM domain-containing protein 4B,True,True,True
MAP/microtubule affinity-regulating kinase 3 isoform X7,True,True,True
zinc finger protein GLIS2,True,True,True
fibrinogen silencer-binding protein,True,True,True
"beta-1,4-galactosyltransferase 2",True,True,True
natural resistance-associated macrophage protein 2 isoform X1,True,True,True
ribonucleoprotein PTB-binding 1 isoform X4,True,True,True
reticulocalbin-1,True,True,True
proto-oncogene FRAT1,True,True,True
bcl-2/adenovirus E1B 19 kDa-interacting protein 2-like protein,True,True,True
"cytochrome c oxidase subunit 7A2, mitochondrial",True,True,True
UPF0739 protein C1orf74 homolog,True,True,True
T-cell surface glycoprotein CD1b-3,True,True,True
transmembrane protein 134 isoform X1,True,True,True
coiled-coil domain-containing protein 149 isoform X1,True,True,True
oviduct-specific glycoprotein,True,True,True
lysine-specific demethylase 6A isoform X2,True,True,True
SPARC-like protein 1,True,True,True
small integral membrane protein 8,True,True,True
protein FAM217B,True,True,True
transcriptional repressor NF-X1 isoform X4,True,True,True
SHC-transforming protein 1 isoform X3,True,True,True
pre-mRNA 3'-end-processing factor FIP1 isoform X9,True,True,True
sialate O-acetylesterase isoform X3,True,True,True
anaphase-promoting complex subunit 11,True,True,True
paired mesoderm homeobox protein 1 isoform X1,True,True,True
heat shock protein beta-7,True,True,True
GRB2-associated and regulator of MAPK protein 1 isoform X2,True,True,True
melanoma-associated antigen B4-like,True,True,True
mediator of RNA polymerase II transcription subunit 19,True,True,True
"arginine-hydroxylase NDUFAF5, mitochondrial isoform X1",True,True,True
glycoprotein hormone beta-5,True,True,True
programmed cell death 6-interacting protein isoform X2,True,True,True
FH1/FH2 domain-containing protein 3 isoform X1,True,True,True
protein YIF1B isoform X2,True,True,True
ethylmalonyl-CoA decarboxylase isoform X2,True,True,True
zinc finger protein 800 isoform X1,True,True,True
AF4/FMR2 family member 1 isoform X2,True,True,True
probable global transcription activator SNF2L2 isoform X1,True,True,True
complement factor D,True,True,True
pre-B-cell leukemia transcription factor-interacting protein 1 isoform X3,True,True,True
TLR4 interactor with leucine rich repeats,True,True,True
olfactory receptor 6C3,True,True,True
"methylcrotonoyl-CoA carboxylase beta chain, mitochondrial",True,True,True
histone H3.3A,True,True,True
E3 ubiquitin-protein ligase MARCHF3,True,True,True
FLYWCH family member 2,True,True,True
"ATP synthase subunit g, mitochondrial",True,True,True
alpha-soluble NSF attachment protein,True,True,True
loricrin,True,True,True
glutamate--cysteine ligase regulatory subunit,True,True,True
autophagy-related protein 13 isoform X2,True,True,True
partitioning defective 3 homolog isoform X1,True,True,True
NADH dehydrogenase [ubiquinone] 1 beta subcomplex subunit 7,True,True,True
E3 ubiquitin-protein ligase MGRN1 isoform X4,True,True,True
claudin-20,True,True,True
guanidinoacetate N-methyltransferase,True,True,True
endonuclease V isoform X3,True,True,True
calcium homeostasis modulator protein 6,True,True,True
protein PRRC2B isoform X4,True,True,True
thrombomodulin,True,True,True
dnaJ homolog subfamily A member 2,True,True,True
uncharacterized protein C1orf54 homolog isoform X1,True,True,True
transmembrane protein 59 isoform X4,True,True,True
striatin-interacting protein 2 isoform X2,True,True,True
inositol polyphosphate 1-phosphatase isoform X1,True,True,True
myeloid-associated differentiation marker-like,True,True,True
bystin,True,True,True
transmembrane protein 252,True,True,True
interleukin-15 receptor subunit alpha isoform X1,True,True,True
promotilin,True,True,True
serine/threonine/tyrosine-interacting-like protein 1 isoform X1,True,True,True
CLIP-associating protein 1 isoform X3,True,True,True
tetratricopeptide repeat protein 7B isoform X3,True,True,True
trafficking kinesin-binding protein 1 isoform X1,True,True,True
serine/threonine-protein phosphatase 4 regulatory subunit 1 isoform X1,True,True,True
pleckstrin homology-like domain family A member 1,True,True,True
probable G-protein coupled receptor 153,True,True,True
angiotensin-converting enzyme-like protein Ace3,True,True,True
YEATS domain-containing protein 2 isoform X2,True,True,True
cortexin-1,True,True,True
NAD kinase isoform X1,True,True,True
poly(A)-specific ribonuclease PARN isoform X2,True,True,True
apoptosis-stimulating of p53 protein 2 isoform X1,True,True,True
protein cornichon homolog 2,True,True,True
small integral membrane protein 23,True,True,True
"LOW QUALITY PROTEIN: arf-GAP with SH3 domain, ANK repeat and PH domain-containing protein 3",True,True,True
"NADH dehydrogenase [ubiquinone] iron-sulfur protein 6, mitochondrial",True,True,True
phospholipid phosphatase 4,True,True,True
paired mesoderm homeobox protein 1 isoform X2,True,True,True
hepatocyte nuclear factor 3-alpha,True,True,True
iroquois-class homeodomain protein IRX-5,True,True,True
epidermal growth factor receptor substrate 15-like 1 isoform X2,True,True,True
"protein arginine methyltransferase NDUFAF7, mitochondrial",True,True,True
serine/threonine-protein kinase TNNI3K,True,True,True
regulator of microtubule dynamics protein 3 isoform X1,True,True,True
ubiquilin-like protein,True,True,True
nmrA-like family domain-containing protein 1 isoform X1,True,True,True
free fatty acid receptor 1,True,True,True
transducin-like enhancer protein 3 isoform X8,True,True,True
protein kinase C alpha type isoform X2,True,True,True
GRB2-related adapter protein 2,True,True,True
zinc finger protein 319 isoform X2,True,True,True
olfactory receptor 56A3,True,True,True
G-protein coupled receptor 6,True,True,True
forkhead box protein P4 isoform X1,True,True,True
inhibin beta E chain,True,True,True
RNA-binding protein 42 isoform X2,True,True,True
AT-rich interactive domain-containing protein 2,True,True,True
H(+)/Cl(-) exchange transporter 4 isoform X1,True,True,True
PAN2-PAN3 deadenylation complex catalytic subunit PAN2 isoform X3,True,True,True
septin-6 isoform X1,True,True,True
"deoxyguanosine kinase, mitochondrial isoform X1",True,True,True
transmembrane protein 236,True,True,True
exonuclease mut-7 homolog isoform X3,True,True,True
single-stranded DNA-binding protein 4 isoform X3,True,True,True
alpha-adducin isoform X6,True,True,True
RNA 3'-terminal phosphate cyclase-like protein isoform X3,True,True,True
calmodulin-regulated spectrin-associated protein 1 isoform X1,True,True,True
heterogeneous nuclear ribonucleoprotein L isoform X2,True,True,True
RNA polymerase-associated protein RTF1 homolog,True,True,True
rho guanine nucleotide exchange factor 25 isoform X2,True,True,True
transcription factor LBX1,True,True,True
recQ-mediated genome instability protein 1,True,True,True
PR domain zinc finger protein 2 isoform X1,True,True,True
low-density lipoprotein receptor-related protein 1B,True,True,True
calcium release-activated calcium channel protein 1,True,True,True
potassium channel subfamily K member 7,True,True,True
beta-glucuronidase,True,True,True
homeobox protein Hox-D4,True,True,True
histone H2A type 1-H,True,True,True
bifunctional glutamate/proline--tRNA ligase,True,True,True
ceramide synthase isoform X2,True,True,True
LOW QUALITY PROTEIN: zinc finger and SCAN domain-containing protein 9,True,True,True
fermitin family homolog 2 isoform X5,True,True,True
actin-binding LIM protein 2 isoform X2,True,True,True
suppressor of tumorigenicity 7 protein isoform X3,True,True,True
protein lyl-1,True,True,True
transmembrane protein 39B isoform X2,True,True,True
WAP four-disulfide core domain protein 1 isoform X3,True,True,True
neutral alpha-glucosidase C isoform X2,True,True,True
E3 ubiquitin-protein ligase RNF103 isoform X1,True,True,True
sodium/potassium-transporting ATPase subunit beta-1-interacting protein 2,True,True,True
protein numb homolog isoform X1,True,True,True
heterogeneous nuclear ribonucleoproteins C1/C2 isoform X1,True,True,True
"keratin, type I microfibrillar 48 kDa, component 8C-1-like",True,True,True
protocadherin beta-18-like,True,True,True
COP9 signalosome complex subunit 1 isoform X3,True,True,True
"actin, cytoplasmic 2",True,True,True
endoplasmic reticulum membrane-associated RNA degradation protein isoform X1,True,True,True
insulin,True,True,True
myb/SANT-like DNA-binding domain-containing protein 2 isoform X2,True,True,True
phosphatidate cytidylyltransferase 1,True,True,True
"troponin C, slow skeletal and cardiac muscles",True,True,True
calpain-6,True,True,True
leucine-rich repeat-containing protein 17,True,True,True
E3 ubiquitin-protein ligase parkin isoform X1,True,True,True
profilin-4,True,True,True
A disintegrin and metalloproteinase with thrombospondin motifs 15,True,True,True
MAP kinase-activating death domain protein isoform X5,True,True,True
sickle tail protein homolog isoform X2,True,True,True
prostaglandin E2 receptor EP3 subtype isoform X2,True,True,True
actin-related protein 3B isoform X2,True,True,True
"glycine amidinotransferase, mitochondrial",True,True,True
"phosphatidylinositol 4,5-bisphosphate 3-kinase catalytic subunit alpha isoform",True,True,True
olfactory receptor 8B12-like,True,True,True
receptor-binding cancer antigen expressed on SiSo cells,True,True,True
proteasome subunit beta type-5,True,True,True
relaxin-3 receptor 1,True,True,True
ras-related protein Rab-28 isoform X1,True,True,True
chloride intracellular channel protein 4,True,True,True
dead end protein homolog 1,True,True,True
max-like protein X isoform X1,True,True,True
negative elongation factor B,True,True,True
LOW QUALITY PROTEIN: melanoma-associated antigen 9-like,True,True,True
SH2B adapter protein 1 isoform X1,True,True,True
serine/threonine-protein kinase NIM1,True,True,True
ras-GEF domain-containing family member 1C,True,True,True
armadillo-like helical domain containing protein 1,True,True,True
peroxynitrite isomerase THAP4 isoform X3,True,True,True
DEP domain-containing mTOR-interacting protein isoform X1,True,True,True
protein GAPT,True,True,True
failed axon connections homolog isoform X1,True,True,True
homeobox protein Hox-D8 isoform X1,True,True,True
ferritin light chain-like,True,True,True
neuroblast differentiation-associated protein AHNAK isoform X1,True,True,True
ras association domain-containing protein 8,True,True,True
cilia- and flagella-associated protein 410 isoform X2,True,True,True
N-lysine methyltransferase KMT5A isoform X2,True,True,True
secernin-1,True,True,True
lysine-specific demethylase PHF2 isoform X2,True,True,True
calcium/calmodulin-dependent protein kinase type II subunit gamma isoform X9,True,True,True
somatoliberin,True,True,True
thyroxine 5-deiodinase,True,True,True
hyaluronan synthase 1,True,True,True
cleavage and polyadenylation specificity factor subunit 7 isoform X1,True,True,True
leucine rich adaptor protein 1-like,True,True,True
MAP kinase-activating death domain protein isoform X20,True,True,True
peptidyl-glycine alpha-amidating monooxygenase isoform X6,True,True,True
protein GPR108 isoform X1,True,True,True
transmembrane and coiled-coil domain-containing protein 5B,True,True,True
EH domain-binding protein 1-like protein 1 isoform X3,True,True,True
immunity-related GTPase family Q protein isoform X1,True,True,True
myopalladin isoform X2,True,True,True
swi5-dependent recombination DNA repair protein 1 homolog isoform X2,True,True,True
transcription factor SOX-3,True,True,True
pseudouridine-5'-phosphatase isoform X3,True,True,True
heterogeneous nuclear ribonucleoprotein A1,True,True,True
protein PIMREG,True,True,True
serine/threonine-protein kinase Nek9,True,True,True
translocating chain-associated membrane protein 1-like 1,True,True,True
RNA 3'-terminal phosphate cyclase-like protein isoform X2,True,True,True
E3 SUMO-protein ligase ZNF451 isoform X2,True,True,True
adrenocortical dysplasia protein homolog isoform X1,True,True,True
E3 ubiquitin-protein ligase HUWE1 isoform X2,True,True,True
protein PRRC2B isoform X10,True,True,True
olfactory receptor 9K2-like,True,True,True
serine/threonine-protein kinase OSR1 isoform X1,True,True,True
vasopressin V1a receptor,True,True,True
EH domain-containing protein 3,True,True,True
dihydrodiol dehydrogenase 3 isoform X2,True,True,True
transcription factor SOX-12,True,True,True
bestrophin-1,True,True,True
transmembrane protein 52B,True,True,True
phosphoacetylglucosamine mutase,True,True,True
tubulin polymerization-promoting protein family member 3,True,True,True
tyrosine-protein phosphatase non-receptor type substrate 1 isoform X1,True,True,True
mitogen-activated protein kinase kinase kinase 3 isoform X2,True,True,True
zinc finger and BTB domain-containing protein 43,True,True,True
Fc receptor-like protein 4,True,True,True
casein kinase II subunit alpha' isoform X1,True,True,True
fucose mutarotase,True,True,True
inositol polyphosphate 5-phosphatase K isoform X1,True,True,True
tektin-5,True,True,True
phosphatidylinositol 4-phosphate 5-kinase type-1 gamma isoform X1,True,True,True
extracellular matrix protein 2 isoform X2,True,True,True
protein FAM131A isoform X1,True,True,True
septin-1,True,True,True
transmembrane emp24 domain-containing protein 3,True,True,True
CMRF35-like molecule 7,True,True,True
migration and invasion-inhibitory protein isoform X1,True,True,True
histone acetyltransferase KAT7 isoform X1,True,True,True
fetuin-B,True,True,True
neuronal cell adhesion molecule isoform X2,True,True,True
NAD kinase isoform X3,True,True,True
inositol polyphosphate-4-phosphatase type I A isoform X5,True,True,True
vasculin isoform X2,True,True,True
farnesyl pyrophosphate synthase isoform X1,True,True,True
"persulfide dioxygenase ETHE1, mitochondrial isoform X1",True,True,True
kelch repeat and BTB domain-containing protein 2,True,True,True
F-box only protein 30,True,True,True
sorting nexin-27 isoform X1,True,True,True
huntingtin-interacting protein 1 isoform X3,True,True,True
polyunsaturated fatty acid lipoxygenase ALOX15,True,True,True
charged multivesicular body protein 4c,True,True,True
layilin isoform X1,True,True,True
transmembrane protein 132E,True,True,True
cdc42 effector protein 1,True,True,True
protein chibby homolog 3,True,True,True
leucine-rich glioma-inactivated protein 1,True,True,True
retinol dehydrogenase 14,True,True,True
2-acylglycerol O-acyltransferase 2-like,True,True,True
clathrin heavy chain 1 isoform X2,True,True,True
adherens junction-associated protein 1,True,True,True
FGGY carbohydrate kinase domain-containing protein isoform X3,True,True,True
ras-related protein Rab-3A,True,True,True
tuberin isoform X9,True,True,True
E3 ubiquitin-protein ligase MARCHF7 isoform X1,True,True,True
deoxycytidine kinase,True,True,True
RELT-like protein 1,True,True,True
BMP/retinoic acid-inducible neural-specific protein 1,True,True,True
heat shock 70 kDa protein 4,True,True,True
myotilin isoform X2,True,True,True
zinc finger protein 646,True,True,True
SPATS2-like protein isoform X2,True,True,True
apoptosis-stimulating of p53 protein 2 isoform X2,True,True,True
dehydrogenase/reductase SDR family member 11,True,True,True
p21-activated protein kinase-interacting protein 1 isoform X1,True,True,True
ATPase MORC2 isoform X5,True,True,True
signal recognition particle 19 kDa protein,True,True,True
gamma-aminobutyric acid receptor subunit alpha-5,True,True,True
myb/SANT-like DNA-binding domain-containing protein 4,True,True,True
apoptosis-associated speck-like protein containing a CARD,True,True,True
zinc finger protein 239,True,True,True
olfactory receptor 5C1,True,True,True
tumor protein 63 isoform X4,True,True,True
store-operated calcium entry regulator STIMATE,True,True,True
UBX domain-containing protein 6 isoform X1,True,True,True
olfactory receptor 7G2-like,True,True,True
glutathione S-transferase kappa 1 isoform X1,True,True,True
cytokine receptor-like factor 3,True,True,True
MOB kinase activator 3C,True,True,True
macrophage scavenger receptor types I and II isoform X1,True,True,True
glutathione synthetase isoform X1,True,True,True
zinc finger SWIM domain-containing protein 3,True,True,True
protrudin isoform X3,True,True,True
Krueppel-like factor 3,True,True,True
rho guanine nucleotide exchange factor 9 isoform X1,True,True,True
integrin beta-1 isoform X1,True,True,True
transient receptor potential cation channel subfamily A member 1,True,True,True
nanos homolog 1,True,True,True
forkhead box protein E3,True,True,True
ectonucleotide pyrophosphatase/phosphodiesterase family member 7,True,True,True
zinc finger protein 709-like,True,True,True
dynein regulatory complex subunit 2,True,True,True
platelet-derived growth factor subunit A isoform X2,True,True,True
ADP-ribosylation factor-like protein 4A,True,True,True
neurofilament light polypeptide,True,True,True
ataxin-2 isoform X1,True,True,True
epidermal retinol dehydrogenase 2,True,True,True
chordin isoform X1,True,True,True
histone H2A.V,True,True,True
menin isoform X2,True,True,True
protein enabled homolog isoform X3,True,True,True
fibroblast growth factor 3,True,True,True
"cGMP-dependent 3',5'-cyclic phosphodiesterase isoform X2",True,True,True
peroxiredoxin-1,True,True,True
tetratricopeptide repeat protein 6,True,True,True
stanniocalcin-2,True,True,True
intraflagellar transport protein 25 homolog isoform X1,True,True,True
zinc finger and SCAN domain-containing protein 26,True,True,True
neurotensin receptor type 1,True,True,True
matrix metalloproteinase-16,True,True,True
ribonuclease H2 subunit B isoform X2,True,True,True
probable hydrolase PNKD isoform X2,True,True,True
ephrin type-A receptor 8,True,True,True
cingulin-like protein 1,True,True,True
cofilin-2,True,True,True
polyadenylate-binding protein 4 isoform X2,True,True,True
activated CDC42 kinase 1 isoform X12,True,True,True
far upstream element-binding protein 1 isoform X9,True,True,True
heat shock-related 70 kDa protein 2,True,True,True
cyclin-A1,True,True,True
mesencephalic astrocyte-derived neurotrophic factor,True,True,True
"glutamyl-tRNA(Gln) amidotransferase subunit B, mitochondrial isoform X2",True,True,True
histone-lysine N-methyltransferase EHMT1 isoform X1,True,True,True
nucleotide triphosphate diphosphatase NUDT15,True,True,True
protein FAM136A,True,True,True
leiomodin-3,True,True,True
"persulfide dioxygenase ETHE1, mitochondrial isoform X2",True,True,True
xaa-Pro aminopeptidase 1 isoform X2,True,True,True
laminin subunit gamma-1,True,True,True
protein Churchill isoform X1,True,True,True
gamma-interferon-inducible lysosomal thiol reductase,True,True,True
tenascin isoform X1,True,True,True
C-X-C chemokine receptor type 4,True,True,True
plasma kallikrein,True,True,True
long-chain-fatty-acid--CoA ligase ACSBG2,True,True,True
nuclear factor interleukin-3-regulated protein,True,True,True
olfactory receptor 6N1,True,True,True
kinesin-like protein KIFC3 isoform X3,True,True,True
BRCA1-associated ATM activator 1 isoform X2,True,True,True
protein sprouty homolog 1,True,True,True
transmembrane protein 45B,True,True,True
lysyl oxidase homolog 4,True,True,True
semaphorin-3G isoform X2,True,True,True
interleukin-17 receptor A isoform X2,True,True,True
probable G-protein coupled receptor 85,True,True,True
uncharacterized protein C4orf54 homolog isoform X2,True,True,True
adenylyltransferase and sulfurtransferase MOCS3,True,True,True
fibronectin isoform X9,True,True,True
uncharacterized protein C1orf232 homolog,True,True,True
peroxiredoxin-6,True,True,True
proline-rich protein 2-like,True,True,True
HMG domain-containing protein 4 isoform X2,True,True,True
"ribosome-releasing factor 2, mitochondrial isoform X2",True,True,True
biorientation of chromosomes in cell division protein 1,True,True,True
calponin-2,True,True,True
cation channel sperm-associated protein 2,True,True,True
NAD-dependent protein deacetylase sirtuin-2 isoform X1,True,True,True
mesoderm posterior protein 1,True,True,True
serine/threonine-protein kinase B-raf isoform X4,True,True,True
hypoxia-inducible factor 1-alpha inhibitor,True,True,True
ribonuclease P protein subunit p40 isoform X2,True,True,True
TIP41-like protein isoform X1,True,True,True
transmembrane protein 117 isoform X2,True,True,True
"stress-70 protein, mitochondrial",True,True,True
MAP kinase-activating death domain protein isoform X16,True,True,True
kynurenine--oxoglutarate transaminase 3 isoform X2,True,True,True
large proline-rich protein BAG6 isoform X4,True,True,True
metallophosphoesterase 1 isoform X1,True,True,True
single-stranded DNA-binding protein 4 isoform X6,True,True,True
malignant fibrous histiocytoma-amplified sequence 1 isoform X1,True,True,True
zinc finger protein 665-like,True,True,True
DNA excision repair protein ERCC-8 isoform X1,True,True,True
coiled-coil domain-containing protein 83,True,True,True
adenine phosphoribosyltransferase,True,True,True
protein FAM13C isoform X2,True,True,True
dynein light chain Tctex-type 5,True,True,True
olfactory receptor 4M1,True,True,True
ETS-related transcription factor Elf-2 isoform X7,True,True,True
proteasome activator complex subunit 4,True,True,True
AP-3 complex subunit sigma-1 isoform X1,True,True,True
calmodulin-regulated spectrin-associated protein 1 isoform X3,True,True,True
snRNA-activating protein complex subunit 5 isoform X1,True,True,True
protein FAM131A isoform X2,True,True,True
transcription factor HES-5,True,True,True
glutathione synthetase isoform X2,True,True,True
BSD domain-containing protein 1 isoform X1,True,True,True
G-protein coupled receptor 182,True,True,True
nuclear speckle splicing regulatory protein 1 isoform X2,True,True,True
cytochrome P450 2E1,True,True,True
BSD domain-containing protein 1 isoform X2,True,True,True
lysine-specific demethylase 5C isoform X1,True,True,True
LOW QUALITY PROTEIN: arginine-fifty homeobox,True,True,True
small integral membrane protein 12,True,True,True
E3 ubiquitin-protein ligase TRIP12 isoform X4,True,True,True
neural cell adhesion molecule 1 isoform X3,True,True,True
complement component C8 gamma chain isoform X3,True,True,True
zinc finger protein 692 isoform X4,True,True,True
fumarylacetoacetase isoform X1,True,True,True
acetylcholine receptor subunit delta isoform X1,True,True,True
activated CDC42 kinase 1 isoform X9,True,True,True
"solute carrier family 2, facilitated glucose transporter member 8 isoform X2",True,True,True
coiled-coil domain-containing protein 142 isoform X1,True,True,True
zinc finger protein 703,True,True,True
nuclear pore complex protein Nup98-Nup96 isoform X2,True,True,True
mitogen-activated protein kinase kinase kinase kinase 4 isoform X12,True,True,True
T-complex protein 1 subunit gamma,True,True,True
DDB1- and CUL4-associated factor 16,True,True,True
BCL2/adenovirus E1B 19 kDa protein-interacting protein 3-like isoform X1,True,True,True
spermidine/spermine N(1)-acetyltransferase-like protein 1,True,True,True
protein max isoform X1,True,True,True
growth arrest and DNA damage-inducible protein GADD45 alpha,True,True,True
BCAS3 microtubule associated cell migration factor isoform X5,True,True,True
H/ACA ribonucleoprotein complex non-core subunit NAF1 isoform X1,True,True,True
MAGE-like protein 2,True,True,True
"glutamate dehydrogenase 1, mitochondrial",True,True,True
protein shisa-2 homolog,True,True,True
carbohydrate sulfotransferase 13,True,True,True
transcription factor COE2,True,True,True
uridine-cytidine kinase-like 1 isoform X7,True,True,True
immediate early response gene 5 protein,True,True,True
mRNA decay activator protein ZFP36L1,True,True,True
amphoterin-induced protein 3,True,True,True
myocardin-related transcription factor B isoform X1,True,True,True
"histidine--tRNA ligase, cytoplasmic",True,True,True
microtubule-associated serine/threonine-protein kinase 2 isoform X3,True,True,True
E3 ubiquitin-protein ligase HECTD1 isoform X1,True,True,True
small integral membrane protein 32,True,True,True
vascular endothelial zinc finger 1 isoform X1,True,True,True
inactive serine protease PAMR1,True,True,True
antizyme inhibitor 2,True,True,True
beta-adducin,True,True,True
pre-mRNA-processing factor 19,True,True,True
RNA-binding protein with serine-rich domain 1 isoform X1,True,True,True
neuron-specific vesicular protein calcyon,True,True,True
transmembrane protein 25 isoform X2,True,True,True
transcription initiation factor TFIID subunit 11,True,True,True
optineurin isoform X1,True,True,True
olfactory receptor 11H7,True,True,True
UPF0547 protein C16orf87 homolog,True,True,True
retinoblastoma-binding protein 5 isoform X1,True,True,True
MAP kinase-activating death domain protein isoform X3,True,True,True
host cell factor C1 regulator 1 isoform X3,True,True,True
olfactory receptor 4D9,True,True,True
zinc finger CCCH domain-containing protein 14 isoform X3,True,True,True
transcription initiation factor TFIID subunit 7-like,True,True,True
ubinuclein-1 isoform X1,True,True,True
testis-expressed protein 22,True,True,True
phosphatidylinositol-binding clathrin assembly protein isoform X3,True,True,True
nucleoprotein TPR,True,True,True
adipogenin,True,True,True
DNA-directed RNA polymerase I subunit RPA2,True,True,True
integrator complex subunit 11,True,True,True
nuclear respiratory factor 1 isoform X1,True,True,True
"6-phosphofructo-2-kinase/fructose-2, 6-bisphosphatase 2 isoform X2",True,True,True
nascent polypeptide-associated complex subunit alpha isoform X2,True,True,True
trichohyalin,True,True,True
uncharacterized protein NKAPD1 isoform X1,True,True,True
WAP four-disulfide core domain protein 8,True,True,True
transmembrane protein 163,True,True,True
sialic acid synthase,True,True,True
selenoprotein H,True,True,True
MAU2 chromatid cohesion factor homolog isoform X1,True,True,True
Fanconi anemia group E protein isoform X2,True,True,True
osteocrin,True,True,True
ubiquitin carboxyl-terminal hydrolase 48 isoform X3,True,True,True
ceramide synthase 5 isoform X2,True,True,True
tRNA selenocysteine 1-associated protein 1 isoform X2,True,True,True
peroxisome proliferator-activated receptor gamma coactivator-related protein 1 isoform X3,True,True,True
PIH1 domain-containing protein 2,True,True,True
mitotic checkpoint protein BUB3 isoform X1,True,True,True
ATP-binding cassette sub-family C member 12,True,True,True
"trans-1,2-dihydrobenzene-1,2-diol dehydrogenase",True,True,True
RNA binding protein fox-1 homolog 1 isoform X5,True,True,True
thioredoxin domain-containing protein 3,True,True,True
hairy/enhancer-of-split related with YRPW motif protein 2,True,True,True
zinc finger protein PLAGL1 isoform X2,True,True,True
"POU domain, class 4, transcription factor 1",True,True,True
pericentrin isoform X3,True,True,True
interleukin enhancer-binding factor 3 isoform X4,True,True,True
catenin beta-1,True,True,True
EH domain-binding protein 1-like protein 1 isoform X1,True,True,True
histone H2A type 2-A,True,True,True
la-related protein 6,True,True,True
talin rod domain-containing protein 1,True,True,True
retina and anterior neural fold homeobox protein 2,True,True,True
serine/threonine-protein kinase A-Raf isoform X2,True,True,True
hydroxycarboxylic acid receptor 2,True,True,True
receptor expression-enhancing protein 1 isoform X2,True,True,True
voltage-dependent calcium channel gamma-6 subunit isoform X1,True,True,True
NADPH--cytochrome P450 reductase isoform X2,True,True,True
sterol regulatory element-binding protein cleavage-activating protein isoform X2,True,True,True
T-cell surface glycoprotein CD3 epsilon chain,True,True,True
leucine-rich repeat-containing protein 10,True,True,True
serine/arginine-rich splicing factor 4 isoform X2,True,True,True
bromodomain-containing protein 7 isoform X2,True,True,True
3-mercaptopyruvate sulfurtransferase isoform X2,True,True,True
transcriptional regulator Kaiso,True,True,True
transmembrane protein 150C,True,True,True
sodium-dependent serotonin transporter,True,True,True
trinucleotide repeat-containing gene 6C protein isoform X1,True,True,True
dyslexia-associated protein KIAA0319-like protein homolog isoform X2,True,True,True
sugar phosphate exchanger 3 isoform X3,True,True,True
cadherin-related family member 3,True,True,True
kelch repeat and BTB domain-containing protein 11,True,True,True
LOW QUALITY PROTEIN: isthmin-2,True,True,True
